506404396360802304|81623157| “@SITLima: #CorredorAzul: En este enlace pueden encontrar los recorridos de las rutas que han sido modificadas http://t.co/zpU7kaNbZn”||2009-10-11 15:52:57|0|0|0
506403001322721280|184444352| Recordar que hoy empieza el periodo de prueba permanente del #CorredorAzul :( Wujuuu!! #Okno||2010-08-29 15:36:23|0|0|0
506401692481757184|2667501056| #CorredorAzul: En este enlace pueden encontrar los recorridos de las rutas que han sido modificadas http://t.co/3UuqotkCnO||2014-07-21 23:33:21|0|0|0
506399422159548416|19199363| "@SITLima: El #CorredorAzul ya está operando en las avenidas Tacna - Garcilaso - Arequipa http://t.co/0mOwsbJ563"||2009-01-19 20:11:01|0|0|0
506397595540127744|2667501056| Hola @VeroLinaresC. Nuestros buses ya están recorriendo el #CorredorAzul. El expreso 303 ya entró en circulación.||2014-07-21 23:33:21|0|0|0
506396379238121474|30766704| Alguien sabe por donde pasa la ruta sm29? #traficolima #corredorazul||2009-04-13 01:02:01|0|0|0
506395924823031808|131331924| Ya están en la calle? Cómo va el #CorredorAzul @SITLima ?||2010-04-09 23:55:09|0|0|0
506394991699427328|2667501056| El #CorredorAzul ya está operando en las avenidas Tacna - Garcilaso - Arequipa http://t.co/H4bfclQJER||2014-07-21 23:33:21|0|0|0
506373466522923009|66746614| #CorredorAzul: Estos serán los recorridos modificados de las rutas antiguas http://t.co/s2cjTb35c7||2009-08-18 17:49:35|0|0|0
506334152191651840|1020991345| Y de la nada todo el mundo como llegar a cato desde sus casas... Todo sea por un cambio en el transporte #CorredorAzul||2012-12-19 00:36:25|0|0|0
506320742695583744|53311422| Mañana será la prueba final para los buses azules del corredor Tacna-Wilson-Arequipa ... #CorredorAzul||2009-07-03 06:09:20|0|0|0
506298889155395584|36256973| #SusanaMiente @rosaluz_ar: 11:06 pm. Cústeres y otros circulan x Garcilaso.No q ya no irían x #CorredorAzul? http://t.co/kQUiqIsufu"||2009-04-29 02:18:48|0|0|0
506298314338619392|408908064| "@SITLima: #CorredorAzul: Mañana iniciamos desde las 5am con servicio 301 y a las 6am con expreso 303 http://t.co/LjtJ8U2EE5"||2011-11-10 01:40:52|0|0|0
506296554211512320|410771417| Ojo“@chaskicholo: #LadyVaga MT @rosaluz_ar: 11:06 pm. Cústeres y otros x Garcilaso.No q ya no irían x #CorredorAzul? http://t.co/rp0a2B7NwY”||2011-11-12 15:02:37|0|0|0
506295108741103616|269811376| #LadyVaga MT @rosaluz_ar: 11:06 pm. Cústeres y otros circulan x Garcilaso.No q ya no irían x #CorredorAzul? http://t.co/FeIt7FJ7fa||2011-03-21 13:59:07|0|0|0
506293961712230400|2667501056| #CorredorAzul: Mañana iniciamos desde las 5am con servicio 301 y a las 6am con expreso 303 http://t.co/aQg4iyjcZd||2014-07-21 23:33:21|0|0|0
506293924684922880|548772216| Amiguitos, no sean tan ingenuos! ¿Con qué dinero creen que se pagan los pasajes de la gente que está usando “gratis" el #CorredorAzul?||2012-04-08 20:16:58|0|0|0
506292832504913920|84419825| 11:06 p.m. Cústeres y otros buses circulan en Garcilaso.No q ya no irían x #CorredorAzul? @SITLima @sociedad_ECpe http://t.co/zknCbtxMaO||2009-10-22 20:44:14|0|0|0
506286032783147008|1927359882| Conoce las rutas modificadas que se superponían al #CorredorAzul ► http://t.co/fMpb2w2Goc http://t.co/K0SrkeuOZS||2013-10-02 16:18:57|0|0|0
506273200989536256|466862437| #CorredorAzul no cuenta con estacionamientos, ni paraderos técnicamente diseñados, su #ReformaTransporte es pintar buses viejos.||2012-01-17 21:37:58|0|0|0
506268054058467328|214062745| "Desde mañana no habrá una couster, una combi o un Orion en el #CorredorAzul", @SusanaVillaran en @Cuarto_Poder||2010-11-10 13:35:19|0|0|0
506267798541434880|2513690096| @Cuarto_Poder @SusanaVillaran quién financia pasajes gratis en #CorredorAzul? nosotros???||2014-05-21 21:16:08|0|0|0
506266983747571714|17834506| #TitularAmarillo Todo setiembre, punteos gratis en el #CorredorAzul||2008-12-03 11:41:16|0|0|0
506266024413761536|122541642| ... Mañana NO habrá custers ni micros por el #corredorAZUL ... solo buses patrón ...||2010-03-13 02:25:18|0|0|0
506265572980846592|739470282| ahora tendré que tomar tres carros para llegar a mi universidad #CorredorAzul||2012-08-05 23:56:06|0|0|0
506265482748764160|237779638| @SusanaVillaran: "Desde mañana no habrá una couster, una combi o un Orion en el #CorredorAzul" #ReformaTransporte #CuartoPoder||2011-01-13 16:23:09|0|0|0
506265048302751744|194342525| La #ReformaDelTransporte no se detiene. @SusanaVillaran  @SiSeAtreve #CuartoPoder #CorredorAzul LIMA MERECE MÁS.||2010-09-23 22:17:29|0|0|0
506253971045228544|283747612| Hoy Lima empieza a cambiar. Hoy empieza a funcionar, diariamente, un sistema de transporte público decente #CorredorAzul||2011-04-17 23:20:39|0|0|0
506252612858290176|235071687| Conoce las rutas modificadas que se superponían al Corredor Azul http://t.co/MepuVepK3Y #peru #corredorazul #protransporte #mml #lima #lima||2011-01-07 08:14:14|0|0|0
506250903692017664|49201190| “@Peru21pe: #CorredorAzul: Conoce los recorridos modificados de las rutas antiguas http://t.co/Q7EUDAhmYl http://t.co/P3TFSTHcCJ”CHATARRA||2009-06-21 02:27:41|0|0|0
